ionIdx	ionMz	MzDelta	Formula	Mod	CompoundID	CompoundName
192	148.9914	4.14648114315241e-05	C4H6O4S	-H(-)	CHEBI:38720	(S)-thiomalic acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	C00552	meso-Tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	C00898	(R,R)-Tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	C02107	(S,S)-Tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	HMDB0000956	NA
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	HMDB0029878	D-Tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	HMDB0059916	2,3-Dihydroxybutanedioic acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	HMDB0062642	3-carboxy-2,3-dihydroxypropanoate
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	CHEBI:15671	L-tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	CHEBI:15672	D-tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	CHEBI:15673	meso-tartaric acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	CHEBI:15674	2,3-dihydroxybutanedioic acid
193	149.0099	-0.000743545678204782	C4H6O6	-H(-)	CHEBI:48929	3-carboxy-2,3-dihydroxypropanoate
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00121	D-Ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00181	D-Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00216	D-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00259	L-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00309	D-Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00310	D-Xylulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00312	L-Xylulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00476	D-Lyxose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C00508	L-Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C01394	Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C01488	D-Apiose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C01508	L-Lyxose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C01510	L-Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C02096	beta-D-Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C02204	alpha-D-Lyxose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C02205	alpha-D-Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C02479	beta-L-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C02604	alpha-L-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C05052	Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C06115	L-Arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C08346	beta-D-Apiose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C08353	beta-D-Ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C08354	alpha-D-Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C11476	L-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C16639	beta-D-Ribofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	C20569	beta-L-Arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000098	D-Xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000283	D-Ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000366	2-Deoxyribonic acid
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000487	NA
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000621	D-Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000646	L-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000654	NA
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0000751	L-Threo-2-pentulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0001644	D-Xylulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0002245	NA
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0003371	L-Ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0003763	NA
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0012194	Beta-D-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0012325	Arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0029941	D-Apiose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0029942	D-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0059753	2-Deoxypentonic acid
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0060254	Aldehydo-D-xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0094694	beta-Arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	HMDB0127617	3-hydroxy-2,2-bis(hydroxymethyl)propanoic acid
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:15936	aldehydo-D-xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:16689	D-apiose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:16789	aldehydo-D-lyxose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:16880	L-ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:17140	D-xylulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:17173	D-ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:17399	L-xylulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:17535	L-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:17979	aldehydo-L-xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:27476	beta-D-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:27672	beta-D-apiose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28161	beta-D-xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28272	beta-L-arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28480	aldehydo-L-lyxose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28518	alpha-D-xylose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28543	alpha-D-lyxopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28552	alpha-D-ribulose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:28772	alpha-L-arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:40886	beta-L-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:43934	beta-L-xylopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:44800	(2R,4S)-2-methyltetrahydrofuran-2,3,3,4-tetrol
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:45506	alpha-D-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:46983	aldehydo-D-arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:46987	alpha-L-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:46994	D-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:46995	alpha-D-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:46996	beta-D-arabinopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47000	L-ribofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47002	beta-D-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47004	alpha-L-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47005	beta-L-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47006	D-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47008	alpha-D-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47010	L-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47011	alpha-L-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47012	beta-L-ribopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47013	D-ribofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47014	aldehydo-D-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:47015	aldehydo-L-ribose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:53455	D-xylopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:59275	L-xylopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:6178	L-arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:6182	aldehydo-L-arabinose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:62321	L-lyxopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:79054	D-arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:79055	beta-D-arabinofuranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:82838	D-lyxopyranose
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:86350	2-deoxy-D-ribonic acid
194	149.0453	0.000212499559609114	C5H10O5	-H(-)	CHEBI:89890	2-Deoxypentonic acid
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C01767	(-)-Carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C01868	(+)-Sabinone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C01951	Piperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C02289	Isopiperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C02485	(-)-Isopiperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C02576	Perillyl aldehyde
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C06576	p-Cumic alcohol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09840	Carvacrol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09843	Chrysanthenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09868	Menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09884	Pinocarvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09908	Thymol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09911	Umbellulone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C09913	Verbenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C11383	(+)-(S)-Carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C11394	(+)-Chrysanthenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C11939	Myrtenal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14130	2-tert-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14138	2-sec-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14139	4-sec-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14188	3-tert-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14200	4-tert-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14464	4-n-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C14741	4-Isopropyl-3-methylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C16955	Eucarvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C17062	Safranal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	C18025	(+)-Menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0001878	Thymol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0003647	Perillyl aldehyde
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0004487	(+)-(S)-Carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0006315	NA
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0029652	2-(4-Methylphenyl)-2-propanol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0031570	2-Methyl-1-phenyl-2-propanol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0031613	4-Phenyl-2-butanol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0031817	Cuminyl alcohol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0032063	4-tert-Butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0032213	2-trans-4-trans-7-cis-Decatrienal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0032626	1-Methoxy-4-propylbenzene
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0033544	(2E,4Z,7Z)-2,4,7-Decatrienal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0034846	2-(4-Methylphenyl)-1-propanol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0034921	Teresantalal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035089	(R)-Carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035172	2,6,6-Trimethyl-1,4-cyclohexadiene-1-carboxaldehyde
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035250	Myrtenal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035591	3-Caren-5-one
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035761	(-)-Pinocarvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035770	5-Isopropyl-2-methylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0035824	Carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0036061	Safranal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0036070	1-Acetyl-4-isopropenylcyclopentene
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0036089	(R)-Menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0036999	Piperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0037561	Linden ether
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0038913	4,6-Decadiyn-1-ol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0061788	(S)-2-methyl-5-(1-Methylethenyl)-2-cyclohexen-1-one
195	149.0968	0.000384649378531776	C10H14O	-H(-)	HMDB0133616	2-methyl-3-phenylpropan-1-ol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:15399	(+)-carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:15400	(-)-carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:15403	(+)-sabinone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:15408	(-)-isopiperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:15421	perillyl aldehyde
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:17304	piperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:27607	thymol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:28996	pinocarvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:34303	2-sec-butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:3440	carvacrol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:34444	4-tert-butylphenol
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:37001	imidazolidin-2-one
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:38265	carvone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:40611	adamantanone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:50110	isopiperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:50542	menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:50544	(-)-menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:53169	safranal
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:6041	(+)-isopiperitenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:6750	(+)-menthofuran
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:74039	perillene
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:78315	4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-one
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:78316	(S)-(-)-verbenone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:84966	ipsdienone
195	149.0968	0.000384649378531776	C10H14O	-H(-)	CHEBI:9955	(R)-(+)-verbenone
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0031841	2,5-Dimethyl-3-propylpyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0032946	3,5-Diethyl-2-methylpyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0036132	2,5-Diethyl-3-methylpyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0036174	2-Methyl-3-(2-methylpropyl)pyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0039995	3,5-Dimethyl-2-propylpyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0039996	2,3-Dimethyl-5-propylpyrazine
196	149.1085	-7.01628528645415e-05	C9H14N2	-H(-)	HMDB0041345	2,3-Diethyl-5-methylpyrazine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C02709	N-(Acetyloxy)benzenamine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C03005	N-Methylanthranilate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C03522	N-Methyl-4-aminobenzoate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C04350	(E)-4-Hydroxyphenylacetaldehyde-oxime
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C04353	(Z)-4-Hydroxyphenylacetaldehyde oxime
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C06804	Acetaminophen
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C07301	(R)-Mandelamide
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C16571	2-Amino-3-methylbenzoate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C17755	Dopamine quinone
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C17756	2-Descarboxy-cyclo-dopa
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C18623	L-Phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	C20634	O-Methyl anthranilate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0001859	Acetaminophen
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0002210	2-Phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0012219	Dopamine quinone
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0012992	Leukoaminochrome
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0029703	Methyl 2-aminobenzoate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0032609	2-(Methylamino)benzoic acid
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0033903	3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0059846	Ethyl nicotinate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0060680	2-Amino-3-methylbenzoate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	HMDB0061919	2''-Hydroxyacetanilide
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:15665	(4-hydroxyphenyl)acetaldehyde oxime
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:15666	(E)-(4-hydroxyphenyl)acetaldehyde oxime
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:15667	(Z)-(4-hydroxyphenyl)acetaldehyde oxime
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:16394	N-methylanthranilic acid
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:17352	(R)-mandelamide
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:439819	L-alpha-phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:44962	D-alpha-phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:46195	paracetamol
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:55477	N-phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:55484	alpha-phenylglycine
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:66524	streptokordin
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:73244	methyl anthranilate
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:74682	2-ethylisonicotinic acid
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:74683	leukoaminochrome
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:74684	dopaminoquinone
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:75949	4-methyl-1,4-dihydropyridine-3,5-dicarbaldehyde
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:76987	metacetamol
200	150.056	3.98072778580172e-05	C8H9NO2	-H(-)	CHEBI:77399	D-alpha-phenylglycine zwitterion
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	C00385	Xanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	C07599	Alloxanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	HMDB0000292	Xanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	HMDB0000786	Oxypurinol
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	HMDB0001182	6,8-Dihydroxypurine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	CHEBI:17712	9H-xanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	CHEBI:28315	alloxanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	CHEBI:48517	7H-xanthine
202	151.0265	-0.000386458434292081	C5H4N4O2	-H(-)	CHEBI:72574	hypoxanthine 3-N-oxide
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C00642	4-Hydroxyphenylacetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C00755	4-Hydroxy-3-methoxy-benzaldehyde
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C01983	(R)-Mandelate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C01984	(S)-Mandelate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C02181	Phenoxyacetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C02519	4-Methoxybenzoate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C02639	3-Methoxytropolone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C02657	6-Methylsalicylate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C03663	2',4'-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C04043	3,4-Dihydroxyphenylacetaldehyde
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C05593	3-Hydroxyphenylacetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C05852	2-Hydroxyphenylacetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C10675	3',4'-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C10804	2-(Hydroxymethyl)benzoic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C12064	Resorcinol monoacetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C12305	Methyl salicylate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C13635	4-Hydroxyphenacyl alcohol
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C13636	4-Hydroxyphenyl acetate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C14088	3-Methylsalicylate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C14103	4-Methylsalicylate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C14108	4-Hydroxymethylsalicylaldehyde
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	C17900	Menisdaurilide
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0000020	p-Hydroxyphenylacetic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0000440	3-Hydroxyphenylacetic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0000669	Ortho-Hydroxyphenylacetic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0000703	Mandelic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0001101	p-Anisic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0002390	3-Cresotinic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0003791	3,4-Dihydroxyphenylacetaldehyde
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0004815	4-Hydroxy-3-methylbenzoic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0006256	NA
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0006778	NA
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0012308	Vanillin
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029657	2,4''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029658	2'',3''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029659	2'',4''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029660	2'',6''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029661	3'',4''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0029662	3'',5''-Dihydroxyacetophenone
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0031609	Phenoxyacetic acid
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0032399	Methyl furfuracrylate
203	151.0395	0.000561426896979356	C8H8O3	-H(-)	HMDB0032572	Methylparaben
