"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0035157","Geranyl acetate","HMDB0035157","1549026","C09861","CC(C)=CCC\C(C)=C\COC(C)=O","1"
"HMDB0036048","Artemisia alcohol acetate","HMDB0036048","524254",NA,"CC(C)=CC(OC(C)=O)C(C)(C)C=C","1"
"HMDB0036599","Ethyl 2Z,4E-decadienoic acid","HMDB0036599","5281162","C08486","CCCCC\C=C/C=C/C(=O)OCC","1"
"HMDB0037301","p-Menth-1-en-9-ol acetate","HMDB0037301","527144",NA,"CC(COC(C)=O)C1CCC(C)=CC1","1"
"HMDB0038270","cis-3-Hexenyl cis-3-hexenoate","HMDB0038270","6435882",NA,"CC\C=C/CCOC(=O)C\C=C/CC","1"
"HMDB0038280","cis-3-Hexenyl trans-2-hexenoate","HMDB0038280","5367679",NA,"CCC\C=C\C(=O)OCC\C=C/CC","1"
"HMDB0039522","Linalyl acetate","HMDB0039522","8294","C09863","CC(C)=CCCC(C)(OC(C)=O)C=C","1"
"HMDB0040206","Allyl 3-cyclohexylpropionate","HMDB0040206","17617","C12306","C=CCOC(=O)CCC1CCCCC1","1"
"HMDB0040227","Isopulegol acetate","HMDB0040227","94579",NA,"C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C","1"
"HMDB0040397","(-)-Bornyl acetate","HMDB0040397","6448",NA,"CC(=O)O[C@@H]1CC2CC[C@@]1(C)C2(C)C","1"
"HMDB0040725","Fenchyl acetate","HMDB0040725","14019266","C11338","CC(=O)O[C@H]1[C@@]2(C)CC[C@H](C2)C1(C)C","1"
"HMDB0041469","Dihydrocarveol acetate","HMDB0041469","30248",NA,"CC1CCC(CC1OC(C)=O)C(C)=C","1"
"HMDB0041494","(S)-Santolina acetate","HMDB0041494","21630872",NA,"CC(C)=CC(C=C)C(C)(C)OC(C)=O","1"
"HMDB0061816","3,7-Dimethyl-2,6-octadien-1-ylacetate","HMDB0061816","7780",NA,"CC(C)=CCCC(C)=CCOC(C)=O","1"
"CHEBI:16165","NA","NA","NA","NA","NA","0"
"CHEBI:37210","NA","NA","NA","NA","NA","0"
"CHEBI:37212","NA","NA","NA","NA","NA","0"
"CHEBI:5331","NA","NA","NA","NA","NA","0"
"CHEBI:78333","NA","NA","NA","NA","NA","0"
"CHEBI:78334","NA","NA","NA","NA","NA","0"
"CHEBI:78335","NA","NA","NA","NA","NA","0"
"C03372","NA","NA","NA","NA","NA","0"
"C04309","NA","NA","NA","NA","NA","0"
"HMDB0011750","Dihydroxyacetone Phosphate Acyl Ester","HMDB0011750","6857386","C03372","OP(O)(=O)OCC(=O)COC=O","1"
"CHEBI:15835","NA","NA","NA","NA","NA","0"
"CHEBI:16897","NA","NA","NA","NA","NA","0"
"CHEBI:58002","NA","NA","NA","NA","NA","0"
"CHEBI:63321","NA","NA","NA","NA","NA","0"
"CHEBI:90796","NA","NA","NA","NA","NA","0"
"CHEBI:90798","NA","NA","NA","NA","NA","0"
"C16366","NA","NA","NA","NA","NA","0"
"C18498","NA","NA","NA","NA","NA","0"
"HMDB0004400","5-Acetylamino-6-amino-3-methyluracil","HMDB0004400","88299","C16366","CN1C(=O)NC(N)=C(NC(C)=O)C1=O","1"
"HMDB0059771","6-amino-5[N-methylformylamino]-1-methyluracil","HMDB0059771","9920643",NA,"CN1C(=O)NC(=O)C(NC(C)=O)=C1N","1"
"CHEBI:81788","NA","NA","NA","NA","NA","0"
"CHEBI:89861","NA","NA","NA","NA","NA","0"
"C09870","NA","NA","NA","NA","NA","0"
"C12298","NA","NA","NA","NA","NA","0"
"C16825","NA","NA","NA","NA","NA","0"
"C16947","NA","NA","NA","NA","NA","0"
"HMDB0000529","5Z-Dodecenoic acid","HMDB0000529","5312378",NA,"CCCCCC\C=C/CCCC(O)=O","1"
"HMDB0010729","trans-Dodec-2-enoic acid","HMDB0010729","5282729","C21202","CCCCCCCCC\C=C\C(O)=O","1"
"HMDB0029585","Methyl 10-undecenoate","HMDB0029585","8138",NA,"COC(=O)CCCCCCCCC=C","1"
"HMDB0029763","Allyl nonanoate","HMDB0029763","61410",NA,"CCCCCCCCC(=O)OCC=C","1"
"HMDB0031683","xi-Dihydro-5-octyl-2(3H)-furanone","HMDB0031683","16821",NA,"CCCCCCCCC1CCC(=O)O1","1"
"HMDB0032214","cis-4-Decenyl acetate","HMDB0032214","5352830",NA,"CCCCC\C=C/CCCOC(C)=O","1"
"HMDB0032235","2,6-Dimethyl-5-heptenal propyleneglycol acetal","HMDB0032235","44153717",NA,"CC(CCC=C(C)C)C1OCC(C)O1","1"
"HMDB0032248","11-Dodecenoic acid","HMDB0032248","125207",NA,"OC(=O)CCCCCCCCCC=C","1"
"HMDB0033378","cis-3-Hexenyl hexanoate","HMDB0033378","5352543",NA,"CCCCCC(=O)OCC\C=C/CC","1"
"HMDB0034160","(±)-Citronellyl acetate","HMDB0034160","9017","C12298","CC(CCOC(C)=O)CCC=C(C)C","1"
"HMDB0034844","Citronellyl acetate","HMDB0034844","6708682",NA,"C[C@@H](CCOC(C)=O)CCC=C(C)C","1"
"HMDB0036182","5,5-Dibutyl-4,5-dihydro-2(3H)furanone","HMDB0036182","10608036",NA,"CCCCC1(CCCC)CCC(=O)O1","1"
"HMDB0037186","Rhodinyl acetate","HMDB0037186","8833",NA,"CC(CCCC(C)=C)CCOC(C)=O","1"
"HMDB0037305","Methyl 9-undecenoate","HMDB0037305","11745625",NA,"COC(=O)CCCCCCC\C=C\C","1"
"HMDB0037329","Ethyl 2-decenoate","HMDB0037329","5463904",NA,"CCCCCCC\C=C\C(=O)OCC","1"
"HMDB0037498","1-Ethenylhexyl butanoate","HMDB0037498","27892",NA,"CCCCCC(OC(=O)CCC)C=C","1"
"HMDB0037742","xi-5-Dodecanolide","HMDB0037742","12844",NA,"CCCCCCCC1CCCC(=O)O1","1"
"HMDB0037813","3-Heptyldihydro-5-methyl-2(3H)-furanone","HMDB0037813","61990",NA,"CCCCCCCC1CC(C)OC1=O","1"
"HMDB0038081","2-Octenyl butyrate","HMDB0038081","124355627",NA,"CCCCC\C=C/COC(=O)CCC","1"
"HMDB0038269","Hexyl 2E-hexenoate","HMDB0038269","6435861",NA,"CCCCCCOC(=O)\C=C\CCC","1"
"HMDB0038895","7-Hexyl-2-oxepanone","HMDB0038895","61835",NA,"CCCCCCC1CCCCC(=O)O1","1"
"HMDB0038924","2-Hexenyl hexanoate","HMDB0038924","5352973",NA,"CCCCCC(=O)OC\C=C\CCC","1"
"HMDB0039220","Ethyl 4-decenoate","HMDB0039220","5362583",NA,"CCCCC\C=C\CCC(=O)OCC","1"
"HMDB0040158","Hexyl 2-methyl-3-pentenoate","HMDB0040158","71587195",NA,"CCCCCCOC(=O)C(C)\C=C/C","1"
"HMDB0040163","Hexyl 2-methyl-4-pentenoate","HMDB0040163","57351134",NA,"CCCCCCOC(=O)C(C)CC=C","1"
"HMDB0040361","1,1-Dimethoxy-3,7-dimethyl-2,6-octadiene","HMDB0040361","5352436",NA,"COC(OC)\C=C(\C)CCC=C(C)C","1"
"HMDB0041264","(±)-Menthyl acetate","HMDB0041264","220674","C09870","CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O","1"
"HMDB0041449","[(3,7-Dimethyl-6-octenyl)oxy]acetaldehyde","HMDB0041449","61401",NA,"CC(CCOCC=O)CCC=C(C)C","1"
"CHEBI:1030421","NA","NA","NA","NA","NA","0"
"CHEBI:1115857","NA","NA","NA","NA","NA","0"
"CHEBI:37162","NA","NA","NA","NA","NA","0"
"CHEBI:37207","NA","NA","NA","NA","NA","0"
"CHEBI:38371","NA","NA","NA","NA","NA","0"
"CHEBI:38372","NA","NA","NA","NA","NA","0"
"CHEBI:38373","NA","NA","NA","NA","NA","0"
"CHEBI:38374","NA","NA","NA","NA","NA","0"
"CHEBI:38375","NA","NA","NA","NA","NA","0"
"CHEBI:38376","NA","NA","NA","NA","NA","0"
"CHEBI:38377","NA","NA","NA","NA","NA","0"
"CHEBI:38378","NA","NA","NA","NA","NA","0"
"CHEBI:38379","NA","NA","NA","NA","NA","0"
"CHEBI:38380","NA","NA","NA","NA","NA","0"
"CHEBI:38381","NA","NA","NA","NA","NA","0"
"CHEBI:70478","NA","NA","NA","NA","NA","0"
"CHEBI:83044","NA","NA","NA","NA","NA","0"
"CHEBI:86595","NA","NA","NA","NA","NA","0"
"CHEBI:87324","NA","NA","NA","NA","NA","0"
"CHEBI:87338","NA","NA","NA","NA","NA","0"
"CHEBI:87493","NA","NA","NA","NA","NA","0"
"C07721","NA","NA","NA","NA","NA","0"
"C08458","NA","NA","NA","NA","NA","0"
"C08741","NA","NA","NA","NA","NA","0"
"C14244","NA","NA","NA","NA","NA","0"
"C14298","NA","NA","NA","NA","NA","0"
"C14747","NA","NA","NA","NA","NA","0"
"C19800","NA","NA","NA","NA","NA","0"
"HMDB0014738","Monobenzone","HMDB0014738","7638","C14244","OC1=CC=C(OCC2=CC=CC=C2)C=C1","1"
"HMDB0030646","(Z)-3-(1-Butenyl)-1H-2-benzopyran-1-one","HMDB0030646","21602037",NA,"CC\C=C/C1=CC2=CC=CC=C2C(=O)O1","1"
"HMDB0036460","Safynol","HMDB0036460","131751993","C08458","C\C=C/C#CC#CC#C\C=C\C(O)CO","1"
"CHEBI:28234","NA","NA","NA","NA","NA","0"
"CHEBI:34380","NA","NA","NA","NA","NA","0"
"CHEBI:62527","NA","NA","NA","NA","NA","0"
"HMDB0000603","cis-4-Decenedioic acid","HMDB0000603","9543671",NA,"OC(=O)CCCC\C=C/CCC(O)=O","1"
"HMDB0013227","cis-5-Decenedioic acid","HMDB0013227","7563148",NA,"OC(=O)CCC\C=C/CCCC(O)=O","1"
"HMDB0030989","5-Pentyltetrahydro-2-oxo-3-furancarboxylic acid","HMDB0030989","131751115",NA,"CCCCCC1CC(C(O)=O)C(=O)O1","1"
"HMDB0030990","alpha-Carboxy-delta-nonalactone","HMDB0030990","131751116",NA,"CCCCC1CCC(C(O)=O)C(=O)O1","1"
"HMDB0034491","(±)-Camphoric acid","HMDB0034491","21491",NA,"CC1(C)C(CCC1(C)C(O)=O)C(O)=O","1"
"HMDB0034971","(1R,2R,3S,1'R)-Nepetalinic acid","HMDB0034971","15560389",NA,"CC(C1CCC(C)C1C(O)=O)C(O)=O","1"
"HMDB0036715","Matsutakic acid A","HMDB0036715","10584182",NA,"CCCCCC#CC(O)C(O)C(O)=O","1"
"CHEBI:76283","NA","NA","NA","NA","NA","0"
"CHEBI:89730","NA","NA","NA","NA","NA","0"
"HMDB0036451","(S)-gamma-Calacorene","HMDB0036451","5315609",NA,"CC(C)C1=CCC(C)C2=C1C=C(C)C=C2","1"
"HMDB0036453","3,4-Dihydrocadalene","HMDB0036453","528708",NA,"CC(C)C1CC=C(C)C2=C1C=C(C)C=C2","1"
"HMDB0038204","alpha-Corocalene","HMDB0038204","5316074",NA,"CC(C)C1=C2C=C(C)CCC2=C(C)C=C1","1"
"HMDB0059829","Isolongifolene, 4,5,9,10-dehydro-","HMDB0059829","588771",NA,"CC1(C)C2CC3(C=C2)C1=CC=CC3(C)C","1"
"HMDB0059858","beta-Calacorene","HMDB0059858","529621",NA,"CC(C)C1CCC(=C)C2=C1C=C(C)C=C2","1"
"CHEBI:89675","NA","NA","NA","NA","NA","0"
"C02679","NA","NA","NA","NA","NA","0"
"HMDB0000638","Dodecanoic acid","HMDB0000638","3893","C02679","CCCCCCCCCCCC(O)=O","1"
"HMDB0030998","Ethyl decanoate","HMDB0030998","8048",NA,"CCCCCCCCCC(=O)OCC","1"
"HMDB0032310","2-Heptyl butyrate","HMDB0032310","89307",NA,"CCCCCC(CC)OC(=O)CCC","1"
"HMDB0032440","Nonanal propyleneglycol acetal","HMDB0032440","95572",NA,"CCCCCCCCC1OCC(C)O1","1"
"HMDB0033619","Hexyl hexanoate","HMDB0033619","22873",NA,"CCCCCCOC(=O)CCCCC","1"
"HMDB0034128","Isopropyl nonanoate","HMDB0034128","119911",NA,"CCCCCCCCC(=O)OC(C)C","1"
"HMDB0034136","Octyl butanoate","HMDB0034136","61030",NA,"CCCCCCCCOC(=O)CCC","1"
"HMDB0034137","Octyl 2-methylpropanoate","HMDB0034137","61024",NA,"CCCCCCCCOC(=O)C(C)C","1"
"HMDB0035410","(R)-Dihydrocitronellol acetate","HMDB0035410","30249",NA,"CC(C)CCCC(C)CCOC(C)=O","1"
"HMDB0036225","Pentyl heptanoate","HMDB0036225","61415",NA,"CCCCCCC(=O)OCCCCC","1"
"HMDB0040166","Decyl acetate","HMDB0040166","8167",NA,"CCCCCCCCCCOC(C)=O","1"
"HMDB0059868","Isobutyl octanoate","HMDB0059868","79582",NA,"[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]","1"
"CHEBI:201659","NA","NA","NA","NA","NA","0"
"CHEBI:30805","NA","NA","NA","NA","NA","0"
"CHEBI:84889","NA","NA","NA","NA","NA","0"
"CHEBI:85059","NA","NA","NA","NA","NA","0"
"CHEBI:87380","NA","NA","NA","NA","NA","0"
"CHEBI:87430","NA","NA","NA","NA","NA","0"
"CHEBI:87527","NA","NA","NA","NA","NA","0"
"HMDB0029835","Tetrahydroharmol","HMDB0029835","368982",NA,"CC1NCCC2=C1NC1=C2C=CC(O)=C1","1"
"HMDB0032756","N-Methyl-1H-indole-3-propanamide","HMDB0032756","7661699",NA,"CNC(=O)CCC1=CNC2=C1C=CC=C2","1"
"CHEBI:114202","NA","NA","NA","NA","NA","0"
"CHEBI:55515","NA","NA","NA","NA","NA","0"
"C08277","NA","NA","NA","NA","NA","0"
"C14566","NA","NA","NA","NA","NA","0"
"C17803","NA","NA","NA","NA","NA","0"
"HMDB0000792","Sebacic acid","HMDB0000792","5192","C08277","OC(=O)CCCCCCCCC(O)=O","1"
"HMDB0031510","R-2-Hydroxy-3-methylbutanoic acid 3-Methylbutanoyl","HMDB0031510","22922043",NA,"CC(C)CC(=O)OC(C(C)C)C(O)=O","1"
"HMDB0040196","Oxalic acid dibutyl ester","HMDB0040196","16306",NA,"CCCCOC(=O)C(=O)OCCCC","1"
"HMDB0059708","2-Ethylsuberic acid","HMDB0059708","19872",NA,"CCC(CCCCCC(O)=O)C(O)=O","1"
"HMDB0059719","Heptylmalonic acid","HMDB0059719","136574",NA,"CCCCCCCC(C(O)=O)C(O)=O","1"
"HMDB0059754","3-Methylazelaic acid","HMDB0059754","22450170",NA,"CC(CCCCCC(O)=O)CC(O)=O","1"
"HMDB0062180","NA","NA","NA","NA","NA","0"
"CHEBI:41865","NA","NA","NA","NA","NA","0"
"CHEBI:68453","NA","NA","NA","NA","NA","0"
"CHEBI:70747","NA","NA","NA","NA","NA","0"
"CHEBI:89889","NA","NA","NA","NA","NA","0"
"HMDB0028690","Alanylisoleucine","HMDB0028690","7408078",NA,"CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(O)=O","1"
"HMDB0028691","Alanylleucine","HMDB0028691","96801",NA,"CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O","1"
"HMDB0028900","Isoleucyl-Alanine","HMDB0028900","5246009",NA,"CCC(C)C(N)C(=O)NC(C)C(O)=O","1"
"HMDB0028922","Leucylalanine","HMDB0028922","81721",NA,"CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O","1"
"HMDB0094713","NA","NA","NA","NA","NA","0"
"CHEBI:61061","NA","NA","NA","NA","NA","0"
"CHEBI:64859","NA","NA","NA","NA","NA","0"
"CHEBI:73527","NA","NA","NA","NA","NA","0"
"CHEBI:73770","NA","NA","NA","NA","NA","0"
"CHEBI:73805","NA","NA","NA","NA","NA","0"
"CHEBI:73838","NA","NA","NA","NA","NA","0"
"CHEBI:74062","NA","NA","NA","NA","NA","0"
"CHEBI:74389","NA","NA","NA","NA","NA","0"
"CHEBI:74527","NA","NA","NA","NA","NA","0"
"HMDB0032443","3-Hydroxynonyl acetate","HMDB0032443","234237",NA,"CCCCCCC(O)CCOC(C)=O","1"
"HMDB0059736","2-Hydroxyundecanoate","HMDB0059736","5282899",NA,"CCCCCCCCCC(O)C(O)=O","1"
"HMDB0061654","NA","NA","NA","NA","NA","0"
"CHEBI:71005","NA","NA","NA","NA","NA","0"
"CHEBI:77419","NA","NA","NA","NA","NA","0"
"CHEBI:78956","NA","NA","NA","NA","NA","0"
"CHEBI:79126","NA","NA","NA","NA","NA","0"
"C09649","NA","NA","NA","NA","NA","0"
"HMDB0035707","(6alpha,7alpha,10alpha)-1(5),3-Aromadendradiene","HMDB0035707","13892028",NA,"CC1CCC2C(C3=C1CC=C3C)C2(C)C","1"
"HMDB0036416","beta-Spathulene","HMDB0036416","15923778",NA,"CC1=CCC2C1C1C(CCC2=C)C1(C)C","1"
"HMDB0036796","(1alpha,6alpha,7alphaH)-2,4(15)-Copadiene","HMDB0036796","5316058",NA,"CC(C)C1CCC2(C)C3C=CC(=C)C2C13","1"
"HMDB0038125","1,4,9-Cadinatriene","HMDB0038125","14083575",NA,"CC(C)C1CC=C(C)C2=CCC(C)=CC12","1"
"HMDB0059676","beta-Vatirenene","HMDB0059676","608753",NA,"CC1CC=CC2=CCC(CC12C)=C(C)C","1"
"HMDB0059857","beta-Vetivenene","HMDB0059857","14475467",NA,"[H][C@@]1(C)CC=CC2=CCC(C[C@@]12C)=C(C)C","1"
"HMDB0059878","alpha-Curcumene","HMDB0059878","92139",NA,"CC(CCC=C(C)C)C1=CC=C(C)C=C1","1"
"HMDB0059910","(E)-Calamene","HMDB0059910","10224",NA,"CC(C)C1CCC(C)C2=CC=C(C)C=C12","1"
"HMDB0061837","Calamenene","HMDB0061837","11298625",NA,"[H][C@@]1(C)CC[C@]([H])(C(C)C)C2=C1C=CC(C)=C2","1"
"HMDB0061838","(-)-alpha-Curcumene","HMDB0061838","442360","C09649","[H][C@@](C)(CCC=C(C)C)C1=CC=C(C)C=C1","1"
"CHEBI:10225","NA","NA","NA","NA","NA","0"
"CHEBI:62757","NA","NA","NA","NA","NA","0"
"CHEBI:88614","NA","NA","NA","NA","NA","0"
"CHEBI:89456","NA","NA","NA","NA","NA","0"
"C00977","NA","NA","NA","NA","NA","0"
"HMDB0013318","Tryptophanamide","HMDB0013318","89366","C00977","NC(CC1=CNC2=CC=CC=C12)C(N)=O","1"
"HMDB0060860","OR-1855","HMDB0060860","10465484",NA,"C[C@@H]1CC(=O)NN=C1C1=CC=C(N)C=C1","1"
"CHEBI:16533","NA","NA","NA","NA","NA","0"
"CHEBI:48292","NA","NA","NA","NA","NA","0"
"CHEBI:59026","NA","NA","NA","NA","NA","0"
"CHEBI:791437","NA","NA","NA","NA","NA","0"
"C00078","NA","NA","NA","NA","NA","0"
"C00525","NA","NA","NA","NA","NA","0"
"C00806","NA","NA","NA","NA","NA","0"
"C07839","NA","NA","NA","NA","NA","0"
"C10968","NA","NA","NA","NA","NA","0"
"C14916","NA","NA","NA","NA","NA","0"
"HMDB0000929","L-Tryptophan","HMDB0000929","6305","C00078","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB0013609","D-Tryptophan","HMDB0013609","9060","C00525","N[C@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB0013840","3-Hydroxymethylantipyrine","HMDB0013840","123963",NA,"CN1N(C(=O)C=C1CO)C1=CC=CC=C1","1"
"HMDB0014892","Ethotoin","HMDB0014892","3292","C07839","CCN1C(=O)NC(C1=O)C1=CC=CC=C1","1"
"HMDB0030396","(±)-Tryptophan","HMDB0030396","1148","C00806","NC(CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB0060533","Nirvanol","HMDB0060533","91480","C14916","CCC1(NC(=O)NC1=O)C1=CC=CC=C1","1"
"HMDB0060878","4-Hydroxyantipyrine","HMDB0060878","98889",NA,"CN1N(C(=O)C(O)=C1C)C1=CC=CC=C1","1"
"HMDB0060967","S-nirvanol","HMDB0060967","6540813",NA,"CC[C@]1(N=C(O)N=C1O)C1=CC=CC=C1","1"
"CHEBI:16296","NA","NA","NA","NA","NA","0"
"CHEBI:16828","NA","NA","NA","NA","NA","0"
"CHEBI:27897","NA","NA","NA","NA","NA","0"
"CHEBI:32713","NA","NA","NA","NA","NA","0"
"CHEBI:32724","NA","NA","NA","NA","NA","0"
"CHEBI:32729","NA","NA","NA","NA","NA","0"
"CHEBI:4888","NA","NA","NA","NA","NA","0"
"CHEBI:51053","NA","NA","NA","NA","NA","0"
"CHEBI:51054","NA","NA","NA","NA","NA","0"
"CHEBI:57719","NA","NA","NA","NA","NA","0"
"CHEBI:57912","NA","NA","NA","NA","NA","0"
"CHEBI:5862","NA","NA","NA","NA","NA","0"
"CHEBI:60359","NA","NA","NA","NA","NA","0"
"CHEBI:60360","NA","NA","NA","NA","NA","0"
"CHEBI:64554","NA","NA","NA","NA","NA","0"
"C01251","NA","NA","NA","NA","NA","0"
"C02225","NA","NA","NA","NA","NA","0"
"C04593","NA","NA","NA","NA","NA","0"
"C05662","NA","NA","NA","NA","NA","0"
"HMDB0000379","2-Methylcitric acid","HMDB0000379","515","C02225","CC(C(O)=O)C(O)(CC(O)=O)C(O)=O","1"
"HMDB0003518","Homocitric acid","HMDB0003518","439459","C01251","OC(=O)CC[C@@](O)(CC(O)=O)C(O)=O","1"
"HMDB0003610","NA","NA","NA","NA","NA","0"
"HMDB0006471","Methylisocitric acid","HMDB0006471","513","C04593","CC(O)(C(CC(O)=O)C(O)=O)C(O)=O","1"
"HMDB0059932","NA","NA","NA","NA","NA","0"
"CHEBI:15607","NA","NA","NA","NA","NA","0"
"CHEBI:17852","NA","NA","NA","NA","NA","0"
"CHEBI:29094","NA","NA","NA","NA","NA","0"
"CHEBI:30835","NA","NA","NA","NA","NA","0"
"CHEBI:30836","NA","NA","NA","NA","NA","0"
"CHEBI:30903","NA","NA","NA","NA","NA","0"
"CHEBI:50948","NA","NA","NA","NA","NA","0"
"CHEBI:52222","NA","NA","NA","NA","NA","0"
"C00725","NA","NA","NA","NA","NA","0"
"C16241","NA","NA","NA","NA","NA","0"
"HMDB0001451","(R)-Lipoic acid","HMDB0001451","6112","C16241","OC(=O)CCCC[C@@H]1CCSS1","1"
"HMDB0014312","(S)-Lipoic acid","HMDB0014312","445125","C16241","OC(=O)CCCC[C@H]1CCSS1","1"
"CHEBI:16494","NA","NA","NA","NA","NA","0"
"CHEBI:30314","NA","NA","NA","NA","NA","0"
"CHEBI:43796","NA","NA","NA","NA","NA","0"
"C09690","NA","NA","NA","NA","NA","0"
"C11350","NA","NA","NA","NA","NA","0"
"C14132","NA","NA","NA","NA","NA","0"
"C14205","NA","NA","NA","NA","NA","0"
"HMDB0013825","4-(1,1,3,3-Tetramethylbutyl)-phenol","HMDB0013825","8814","C14205","CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1","1"
"HMDB0031737","delta-Methylionone","HMDB0031737","5372195",NA,"CC(=O)C(\C)=C\C1=C(C)CCCC1(C)C","1"
"HMDB0031738","3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one","HMDB0031738","5372174",NA,"CC(=O)C(\C)=C\C1C(C)=CCCC1(C)C","1"
"HMDB0032397","Methyl-delta-ionone","HMDB0032397","5463913",NA,"CCC(=O)\C=C\C1C(C)C=CCC1(C)C","1"
"HMDB0032528","NA","NA","NA","NA","NA","0"
"HMDB0035245","1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1-penten-3-one","HMDB0035245","5371084",NA,"CCC(=O)\C=C\C1C(C)=CCCC1(C)C","1"
"HMDB0035631","alpha-Irone","HMDB0035631","5371002","C09690","CC1CC=C(C)C(\C=C\C(C)=O)C1(C)C","1"
"HMDB0036023","Etaspirene","HMDB0036023","22219099",NA,"CCC1=CCCC(C)(C)C11OC(C)C=C1","1"
"HMDB0036024","10-Isopropyl-2,7-dimethyl-1-oxaspiro[4.5]deca-3,6-diene","HMDB0036024","20268659",NA,"CC(C)C1CCC(C)=CC11OC(C)C=C1","1"
"HMDB0038130","1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-1-penten-3-one","HMDB0038130","5375218",NA,"CCC(=O)\C=C\C1=C(C)CCCC1(C)C","1"
"HMDB0061831","(Z)-alpha-Irone","HMDB0061831","6431140",NA,"[H]\C(=C(/[H])[C@]1([H])C(C)=CCC([H])(C)C1(C)C)C(C)=O","1"
"HMDB0133179","NA","NA","NA","NA","NA","0"
"CHEBI:10284","NA","NA","NA","NA","NA","0"
"CHEBI:34432","NA","NA","NA","NA","NA","0"
"CHEBI:88618","NA","NA","NA","NA","NA","0"
"CHEBI:88921","NA","NA","NA","NA","NA","0"
"C19254","NA","NA","NA","NA","NA","0"
"HMDB0029707","2-Amino-3,4-dimethylimidazo[4,5-f]quinoline","HMDB0029707","62274","C19254","CN1C(N)=NC2=C1C(C)=CC1=C2C=CC=N1","1"
"C18206","NA","NA","NA","NA","NA","0"
"HMDB0031017","10-Undecenyl acetate","HMDB0031017","61035",NA,"CC(=O)OCCCCCCCCCC=C","1"
"HMDB0031028","Methyl (E)-2-dodecenoate","HMDB0031028","637723",NA,"CCCCCCCCC\C=C\C(=O)OC","1"
"HMDB0031741","Coniferan","HMDB0031741","62240",NA,"CCC(C)(C)C1CCCCC1OC(C)=O","1"
"HMDB0032792","(±)-(E)-3-Methyl-4-decen-1-yl acetate","HMDB0032792","101416076",NA,"CCCCC\C=C\C(C)CCOC(C)=O","1"
"HMDB0034286","Ethyl 10-undecenoate","HMDB0034286","12729",NA,"CCOC(=O)CCCCCCCCC=C","1"
"HMDB0037187","Rhodinyl propionate","HMDB0037187","7781",NA,"CCC(=O)OCCC(C)CCCC(C)=C","1"
"HMDB0037226","Citronellyl propionate","HMDB0037226","8834",NA,"CCC(=O)OCCC(C)CCC=C(C)C","1"
"HMDB0037626","1-Ethylhexyl tiglate","HMDB0037626","131752217",NA,"CCCCCC(CC)OC(=O)C(\C)=C/C","1"
"HMDB0037907","2,6,10,10-Tetramethyl-1-oxaspiro[4.5]decan-6-ol","HMDB0037907","65428",NA,"CC1CCC2(O1)C(C)(C)CCCC2(C)O","1"
"HMDB0038078","1,1-Diethoxy-2,6-nonadiene","HMDB0038078","20838796",NA,"CCOC(OCC)\C=C/CC\C=C/CC","1"
"HMDB0039805","4-(3-Hydroxybutyl)-3,3,5-trimethylcyclohexanone","HMDB0039805","131752728",NA,"CC(O)CCC1C(C)CC(=O)CC1(C)C","1"
"HMDB0040451","Oxacyclotetradecan-2-one","HMDB0040451","15596",NA,"O=C1CCCCCCCCCCCCO1","1"
"CHEBI:87153","NA","NA","NA","NA","NA","0"
"HMDB0000682","Indoxyl sulfate","HMDB0000682","10258",NA,"OS(=O)(=O)OC1=CNC2=CC=CC=C12","1"
"HMDB0003309","NA","NA","NA","NA","NA","0"
"CHEBI:43355","NA","NA","NA","NA","NA","0"
"C02367","NA","NA","NA","NA","NA","0"
"HMDB0010727","3-Oxododecanoic acid","HMDB0010727","439717","C02367","CCCCCCCCCC(=O)CC(O)=O","1"
"HMDB0037398","4-Acetoxy-2-hexyltetrahydrofuran","HMDB0037398","61457",NA,"CCCCCCC1CC(CO1)OC(C)=O","1"
"CHEBI:18037","NA","NA","NA","NA","NA","0"
"CHEBI:78977","NA","NA","NA","NA","NA","0"
"CHEBI:79164","NA","NA","NA","NA","NA","0"
"C04780","NA","NA","NA","NA","NA","0"
"C16640","NA","NA","NA","NA","NA","0"
"C17076","NA","NA","NA","NA","NA","0"
"HMDB0000910","Tridecanoic acid","HMDB0000910","12530","C17076","CCCCCCCCCCCCC(O)=O","1"
